Dates Flux Xpos Ypos
2456772.026956113 12162.18 11.036 455.677
2456772.0473877 12026.85 11.024 455.663
2456772.067819288 12239.95 11.016 455.655
2456772.088250875 12149.9 11.007 455.65
2456772.108682463 11985.91 11.008 455.637
2456772.129114151 12293.72 10.996 455.625
2456772.149545638 12103.64 10.981 455.625
2456772.169977226 11984.47 10.961 455.607
2456772.190408913 12300.64 10.938 455.577
2456772.210840501 12101.71 10.92 455.566
2456772.231271989 12020.55 10.897 455.541
2456772.251703676 12297.69 10.9 455.537
2456772.272135264 12123.51 10.903 455.53
2456772.292566751 12023.6 10.89 455.519
2456772.312998439 12317.37 10.869 455.514
2456772.333430026 12165.88 10.851 455.485
2456772.353861514 12067.55 10.829 455.481
2456772.374293202 12369.75 10.821 455.447
2456772.394724789 12124.11 11.299 455.92
2456772.415156477 12160.46 11.353 455.947
2456772.435587964 12398.25 11.336 455.934
2456772.456019552 12135.41 11.314 455.914
2456772.47645124 12161.9 11.284 455.884
2456772.496882727 12462.25 11.274 455.875
2456772.517314315 12120.07 11.256 455.878
2456772.537746002 12165.02 11.265 455.854
2456772.55817749 12487.23 11.256 455.858
2456772.578609078 12140.77 11.241 455.851
2456772.599040765 12164.57 11.23 455.841
2456772.619472253 12492.44 11.211 455.813
2456772.639903841 12110.86 11.177 455.804
2456772.660335529 12144.92 11.152 455.795
2456772.680767016 12451.4 11.113 455.747
2456772.701198704 12045.5 11.083 455.722
2456772.721630292 12118.49 11.067 455.7
2456772.742061779 12369.32 11.058 455.707
2456772.762493467 12046.34 11.043 455.668
2456772.782925054 12095.89 11.01 455.654
2456772.803356542 12358.21 10.993 455.638
2456772.82378823 12018.29 10.967 455.597
2456772.844219817 12073.82 10.942 455.576
2456772.864651305 12412.67 10.892 455.532
2456772.885082993 11982.37 10.86 455.492
2456772.905514581 12142.98 10.84 455.484
2456772.925946068 12412.69 10.832 455.466
2456772.946377756 11993.4 10.802 455.444
2456772.966809344 12081.05 10.761 455.419
2456772.987241032 12406.6 10.754 455.398
2456773.007672519 12026.46 10.719 455.369
2456773.028104107 12136.61 10.673 455.34
2456773.048535795 12491.2 10.627 455.306
2456773.068967283 12047.26 10.605 455.298
2456773.089398871 12161.72 10.586 455.287
2456773.109830559 12430.01 10.554 455.263
2456773.130262146 12013.77 11.246 455.884
2456773.150693634 12210.75 11.346 455.932
2456773.171125322 12434.13 11.302 455.903
2456773.19155691 12088.42 11.24 455.848
2456773.211988498 12270.41 11.216 455.821
2456773.232420086 12457.02 11.154 455.8
2456773.252851673 12074.85 11.129 455.762
2456773.273283261 12210.09 11.095 455.733
2456773.293714849 12424.43 11.068 455.704
2456773.314146437 11977.88 11.036 455.674
2456773.334578025 12164.79 10.985 455.623
2456773.355009613 12388.97 10.939 455.578
2456773.395872789 12209.49 11.077 455.736
2456773.416304377 12416.42 11.154 455.816
2456773.436735865 12018.22 11.138 455.763
2456773.457167553 12185.67 11.125 455.757
2456773.477599142 12377.51 11.076 455.719
2456773.49803083 11971.26 11.056 455.701
2456773.518462318 12178.45 11.021 455.683
2456773.538893905 12323.59 11.023 455.659
2456773.559325594 11968.68 11.006 455.634
2456773.579757082 12222.19 10.988 455.62
2456773.60018867 12261.59 10.952 455.568
2456773.620620358 11962.98 11.241 455.846
2456773.641051946 12334.52 11.516 456.121
2456773.661483434 12381.32 11.494 456.094
2456773.681915123 12015.37 11.472 456.098
2456773.702346711 12308.07 11.471 456.069
2456773.722778199 12363.5 11.441 456.045
2456773.743209887 11977.49 11.404 456.021
2456773.763641476 12312.17 11.404 456.024
2456773.784073064 12328.24 11.394 455.998
2456773.804504653 12009.49 11.388 455.959
2456773.824936241 12301.76 11.349 455.944
2456773.845367929 12351.66 11.316 455.91
2456773.865799418 12049.61 11.278 455.879
2456773.886231006 12308.84 11.255 455.856
2456773.906662694 12364.71 11.247 455.831
2456773.927094183 12057.58 11.188 455.837
2456773.947525771 12322.85 11.172 455.804
2456773.96795746 12348.57 11.142 455.789
2456773.988388948 12029.51 11.085 455.733
2456774.008820637 12301.08 11.074 455.689
2456774.029252125 12219.19 11.051 455.674
2456774.049683714 11946.68 11.014 455.643
2456774.070115402 12338.69 10.965 455.608
2456774.090546891 12170.0 10.931 455.566
2456774.110978479 11944.08 11.544 456.13
2456774.131410168 12376.15 11.588 456.183
2456774.151841657 12326.65 11.556 456.162
2456774.172273246 12013.68 11.537 456.139
2456774.192704934 12363.01 11.516 456.101
2456774.213136523 12254.37 11.47 456.065
2456774.233568012 11996.04 11.417 456.027
2456774.253999701 12316.26 11.407 456.008
2456774.27443129 12217.95 11.374 455.969
2456774.294862878 12029.58 11.354 455.94
2456774.315294467 12366.0 11.308 455.897
2456774.335726056 12244.45 11.25 455.853
2456774.356157745 12080.34 11.211 455.816
2456774.376589234 12434.61 11.171 455.8
2456774.397020823 12241.17 11.134 455.767
2456774.417452512 12067.95 11.084 455.73
2456774.437884001 12391.08 11.029 455.65
2456774.45831559 12138.66 10.98 455.616
2456774.478747279 12008.34 10.936 455.585
2456774.499178768 12408.75 10.911 455.549
2456774.519610457 12181.17 10.88 455.497
2456774.540042046 12002.43 10.816 455.447
2456774.560473535 12472.94 10.761 455.406
2456774.580905225 12186.04 10.723 455.374
2456774.601336814 12041.94 11.067 455.732
2456774.621768303 12448.18 11.06 455.695
2456774.642199992 12140.77 11.004 455.635
2456774.662631582 12016.01 10.95 455.589
2456774.683063171 12418.98 10.903 455.539
2456774.70349476 12120.38 10.852 455.491
2456774.72392635 12062.05 10.811 455.445
2456774.744357839 12446.36 10.746 455.398
2456774.764789529 12106.19 10.68 455.339
2456774.785221118 12066.76 10.641 455.312
2456774.805652708 12473.49 10.586 455.285
2456774.826084297 12120.23 10.523 455.249
2456774.846515887 12002.62 11.114 455.747
2456774.866947576 12579.99 11.144 455.782
2456774.887379066 12077.83 11.077 455.716
2456774.907810656 11986.28 11.023 455.661
2456774.928242345 12431.34 10.969 455.598
2456774.948673835 12074.33 10.882 455.513
2456774.969105425 11979.03 10.838 455.472
2456774.989537115 12421.58 10.787 455.424
2456775.009968604 12080.59 10.734 455.378
2456775.030400294 12029.94 10.648 455.325
2456775.050831884 12453.33 10.58 455.283
2456775.071263374 12115.49 10.525 455.244
2456775.091695064 12001.63 11.068 455.722
2456775.112126654 12452.62 11.075 455.702
2456775.132558144 12063.06 11.002 455.632
2456775.152989834 12020.57 10.929 455.57
2456775.173421424 12469.27 10.87 455.496
2456775.193853015 12042.37 10.805 455.436
2456775.214284604 12044.21 10.708 455.362
2456775.234716195 12575.85 10.641 455.315
2456775.255147885 12059.27 10.574 455.276
2456775.275579375 12098.84 10.509 455.238
2456775.296010965 12486.28 10.421 455.207
2456775.316442656 12102.15 10.363 455.171
2456775.357305737 12462.06 11.103 455.709
2456775.377737427 12095.99 11.11 455.732
2456775.398168918 12061.54 11.07 455.709
2456775.418600508 12423.21 11.052 455.689
2456775.439032199 12063.46 11.026 455.659
2456775.459463689 12033.31 11.005 455.637
2456775.47989528 12453.07 10.96 455.593
2456775.500326971 12000.71 10.916 455.562
2456775.520758461 12071.56 10.892 455.537
2456775.541190152 12449.94 10.859 455.5
2456775.561621743 11999.43 10.82 455.446
2456775.582053234 12072.49 11.303 455.911
2456775.602484925 12444.94 11.354 455.924
2456775.622916515 12063.04 11.322 455.9
2456775.643348007 12125.04 11.244 455.85
2456775.663779697 12496.46 11.21 455.816
2456775.684211289 12092.29 11.159 455.806
2456775.70464288 12107.26 11.158 455.802
2456775.725074471 12485.26 11.126 455.725
2456775.745506062 12024.26 11.082 455.712
2456775.765937753 12117.98 11.059 455.685
2456775.786369244 12410.76 11.018 455.658
2456775.806800836 12036.68 10.993 455.614
2456775.827232527 12102.68 10.954 455.573
2456775.847664118 12377.17 10.926 455.566
2456775.86809561 12067.87 10.888 455.513
2456775.888527301 12125.39 10.841 455.475
2456775.908958893 12457.04 10.803 455.452
2456775.929390384 12029.22 10.78 455.42
2456775.949822076 12178.08 10.733 455.38
2456775.970253667 12491.24 10.661 455.346
2456775.990685359 12049.61 10.618 455.313
2456776.011116851 12160.13 10.587 455.279
2456776.031548442 12611.03 10.556 455.253
2456776.051980034 12073.62 10.486 455.227
2456776.072411626 12085.56 10.986 455.643
2456776.092843218 12365.64 11.03 455.661
2456776.11327481 12026.01 10.987 455.618
2456776.133706402 12105.06 10.919 455.548
2456776.154137894 12360.04 10.851 455.49
2456776.174569586 12023.28 10.806 455.451
2456776.195001178 12153.6 10.777 455.411
2456776.21543277 12317.19 10.725 455.355
2456776.235864362 12044.16 10.675 455.331
2456776.256295955 12198.2 10.622 455.309
2456776.276727647 12289.05 10.581 455.284
2456776.297159139 12032.94 10.516 455.241
2456776.317590732 12049.26 11.307 455.923
2456776.338022424 12346.5 11.413 456.012
2456776.358454017 12050.68 11.374 455.961
2456776.378885509 12206.22 11.301 455.901
2456776.399317202 12384.86 11.271 455.863
2456776.419748794 12081.52 11.225 455.826
2456776.440180287 12274.35 11.167 455.795
2456776.46061198 12334.35 11.102 455.735
2456776.481043573 12107.29 11.071 455.688
2456776.501475265 12187.39 11.026 455.65
2456776.521906758 12280.39 10.975 455.617
2456776.542338351 12081.37 10.917 455.536
2456776.562770044 12224.31 10.873 455.494
2456776.583201537 12271.26 10.819 455.454
2456776.60363313 12079.36 10.77 455.406
2456776.624064824 12288.46 10.692 455.347
2456776.644496317 12296.98 10.639 455.317
2456776.66492791 12090.46 10.594 455.281
2456776.685359603 12288.19 10.531 455.248
2456776.705791097 12270.81 10.468 455.222
2456776.72622279 12040.87 10.418 455.201
2456776.746654383 12275.56 10.367 455.178
2456776.767085877 12225.73 10.288 455.127
2456776.78751757 12088.23 10.228 455.1
2456776.807949064 12230.32 10.871 455.536
2456776.828380657 12233.02 10.914 455.542
2456776.848812351 12026.38 10.839 455.467
2456776.869243845 12286.95 10.785 455.419
2456776.889675439 12224.96 10.73 455.369
2456776.910107133 12087.83 10.651 455.323
2456776.930538727 12300.4 10.59 455.286
2456776.950970221 12189.1 10.552 455.254
2456776.971401914 12108.77 10.494 455.233
2456776.991833509 12306.22 10.41 455.203
2456777.012265103 12135.8 10.358 455.168
2456777.032696697 12068.53 10.289 455.142
2456777.053128291 12265.36 11.139 455.782
2456777.073559985 12194.0 11.266 455.863
2456777.09399148 12114.82 11.206 455.814
2456777.114423074 12388.43 11.148 455.771
2456777.134854769 12166.62 11.077 455.695
2456777.155286264 12047.21 11.02 455.642
2456777.175717858 12279.17 10.972 455.596
2456777.196149553 12180.75 10.9 455.522
2456777.216581048 12038.71 10.832 455.458
2456777.237012742 12309.68 10.78 455.423
2456777.257444337 12190.52 10.735 455.369
2456777.277875832 12121.07 10.644 455.319
2456777.318739122 12184.63 11.306 455.904
2456777.339170717 12166.55 11.277 455.881
2456777.359602312 12330.82 11.239 455.856
2456777.380033907 12189.54 11.225 455.819
2456777.400465502 12165.0 11.2 455.793
2456777.420897098 12381.42 11.15 455.754
2456777.441328693 12175.95 11.109 455.728
2456777.461760289 12103.93 11.08 455.692
2456777.482191884 12343.6 11.035 455.661
2456777.50262348 12107.19 10.983 455.615
2456777.523055075 12068.07 10.95 455.591
2456777.543486671 12263.34 11.276 455.868
2456777.563918266 12180.79 11.394 455.976
2456777.584349962 12071.24 11.358 455.935
2456777.604781458 12302.02 11.319 455.911
2456777.625213054 12220.23 11.245 455.858
2456777.64564475 12154.24 11.222 455.808
2456777.666076246 12325.75 11.179 455.784
2456777.686507942 12158.63 11.117 455.741
2456777.706939538 12126.98 11.066 455.691
2456777.727371035 12259.49 11.022 455.646
2456777.747802731 12053.78 10.997 455.616
2456777.768234327 12142.02 10.929 455.543
2456777.788665824 12276.82 11.302 455.914
2456777.80909752 12085.5 11.326 455.912
2456777.829529117 12193.46 11.265 455.878
2456777.849960614 12359.25 11.224 455.818
2456777.87039231 12144.83 11.181 455.783
2456777.890823907 12194.54 11.135 455.739
2456777.911255504 12365.45 11.06 455.686
2456777.931687101 12085.32 11.015 455.629
2456777.952118698 12133.39 10.983 455.605
2456777.972550394 12300.28 10.91 455.534
2456777.992981992 12112.11 10.86 455.49
2456778.013413489 12167.22 10.813 455.45
2456778.033845186 12285.58 11.16 455.759
2456778.054276783 12220.14 11.172 455.792
2456778.074708281 12224.26 11.13 455.743
2456778.095139978 12280.28 11.09 455.714
2456778.115571576 12100.89 11.02 455.648
2456778.136003073 12182.15 10.989 455.603
2456778.156434771 12225.74 10.946 455.566
2456778.176866268 12040.67 10.877 455.487
2456778.197297966 12231.75 10.827 455.459
2456778.217729564 12258.29 10.779 455.411
2456778.238161062 12069.38 10.711 455.348
2456778.25859276 12227.25 10.664 455.323
2456778.279024358 12304.84 11.145 455.773
2456778.299455856 12165.69 11.157 455.769
2456778.319887554 12182.25 11.1 455.718
2456778.340319152 12281.35 11.045 455.667
2456778.360750651 12078.98 10.985 455.612
2456778.381182349 12217.08 10.929 455.545
2456778.401613947 12223.47 10.888 455.494
2456778.422045646 12102.57 10.825 455.447
2456778.442477145 12273.56 10.744 455.381
2456778.462908743 12198.33 10.713 455.357
2456778.483340442 12186.56 10.643 455.311
2456778.503771941 12309.42 10.572 455.265
2456778.52420354 12222.63 11.233 455.848
2456778.544635239 12121.58 11.309 455.894
2456778.565066838 12313.88 11.227 455.815
2456778.585498337 12269.31 11.155 455.78
2456778.605930036 12081.07 11.117 455.729
2456778.626361636 12310.82 11.033 455.64
2456778.646793235 12170.42 10.972 455.599
2456778.667224834 12066.33 10.933 455.551
2456778.687656434 12290.15 10.849 455.461
2456778.708088133 12207.06 10.795 455.421
2456778.728519633 12112.98 10.75 455.379
2456778.748951233 12301.84 10.662 455.32
2456778.769382932 12196.67 11.307 455.917
2456778.789814432 12120.11 11.379 455.947
2456778.810246032 12343.94 11.292 455.877
2456778.830677632 12202.13 11.24 455.828
2456778.851109232 12139.51 11.18 455.793
2456778.871540932 12389.24 11.092 455.706
2456778.891972432 12127.63 11.047 455.659
2456778.912404033 12065.01 10.987 455.599
2456778.932835733 12367.44 10.913 455.528
2456778.953267234 12123.15 10.859 455.469
2456778.973698834 12085.32 10.802 455.424
2456778.994130535 12347.97 10.725 455.355
2456779.014562035 11998.28 11.407 455.999
2456779.034993636 12116.9 11.519 456.119
2456779.055425337 12357.36 11.455 456.049
2456779.075856938 12146.88 11.413 455.991
2456779.096288539 12117.59 11.364 455.941
2456779.11672014 12394.69 11.277 455.86
2456779.137151741 12164.35 11.224 455.812
2456779.157583343 12152.81 11.152 455.756
2456779.178014944 12352.17 11.06 455.676
2456779.198446545 12091.25 11.016 455.618
2456779.218878247 12042.35 10.942 455.561
2456779.239309749 12354.58 10.869 455.474
2456779.280173052 12107.6 11.462 456.032
2456779.300604554 12387.83 11.429 456.028
2456779.321036255 12072.69 11.409 456.002
2456779.341467858 12090.89 11.388 455.967
2456779.36189936 12408.16 11.358 455.93
2456779.382331062 12132.71 11.329 455.889
2456779.402762664 12114.5 11.275 455.861
2456779.423194166 12453.58 11.234 455.829
2456779.443625869 12149.86 11.195 455.821
2456779.464057471 12179.25 11.156 455.762
2456779.484488974 12443.39 11.134 455.736
2456779.504920675 12126.56 11.113 455.71
2456779.525352178 12132.29 11.079 455.656
2456779.545783881 12419.23 11.026 455.642
2456779.566215484 12054.8 11.003 455.602
2456779.586647087 12112.62 10.942 455.572
2456779.60707869 12365.11 10.914 455.54
2456779.627510293 12086.19 10.89 455.478
2456779.647941897 12125.05 10.829 455.447
2456779.6683735 12389.38 10.799 455.417
2456779.688805103 12076.96 10.746 455.387
2456779.709236707 12135.61 10.703 455.345
2456779.72966831 12438.26 10.709 455.327
2456779.750099914 12098.37 11.152 455.76
2456779.770531618 12160.38 11.164 455.774
2456779.790963222 12462.17 11.139 455.74
2456779.811394725 12065.94 11.091 455.702
2456779.831826429 12106.11 11.068 455.658
2456779.852258034 12407.7 11.026 455.63
2456779.872689538 12040.15 10.978 455.583
2456779.893121242 12121.11 10.924 455.548
2456779.913552846 12380.6 10.898 455.519
2456779.933984351 12036.33 10.847 455.458
2456779.954416056 12129.71 10.845 455.427
2456779.97484766 12428.59 10.79 455.399
2456779.995279365 12005.43 11.337 455.936
2456780.01571087 12163.66 11.395 455.967
2456780.036142475 12427.47 11.381 455.95
2456780.05657418 12073.37 11.327 455.892
2456780.077005685 12182.11 11.282 455.874
2456780.09743729 12476.38 11.254 455.831
2456780.117868895 12082.12 11.207 455.764
2456780.1383005 12231.28 11.158 455.755
2456780.158732106 12432.09 11.114 455.716
2456780.179163811 12047.19 11.051 455.65
2456780.199595317 12154.44 11.013 455.616
2456780.220027023 12368.19 10.976 455.57
2456780.240458629 12034.5 11.052 455.653
2456780.260890135 12150.91 11.047 455.648
2456780.28132184 12364.52 10.979 455.59
2456780.301753446 12038.7 10.932 455.54
2456780.322184953 12178.2 10.888 455.49
2456780.342616659 12357.2 10.823 455.431
2456780.363048265 12037.04 10.78 455.397
2456780.383479772 12242.29 10.741 455.36
2456780.403911478 12371.06 10.665 455.311
2456780.424343085 12051.84 10.62 455.293
2456780.444774792 12210.6 10.577 455.271
2456780.465206299 12331.03 10.524 455.229
2456780.485637906 11996.21 11.024 455.626
2456780.506069613 12168.77 11.036 455.626
2456780.52650112 12302.46 10.963 455.562
2456780.546932727 12089.28 10.906 455.515
2456780.567364434 12167.06 10.828 455.44
2456780.587795942 12329.27 10.77 455.385
2456780.608227549 12080.06 10.732 455.36
2456780.628659257 12255.9 10.675 455.313
2456780.649090765 12297.76 10.612 455.291
2456780.669522472 12118.28 10.572 455.257
2456780.68995408 12225.41 10.509 455.22
2456780.710385688 12258.56 10.452 455.21
2456780.730817297 12106.89 11.121 455.736
2456780.751248905 12292.33 11.148 455.744
2456780.771680513 12300.66 11.093 455.698
2456780.792112121 12046.0 11.032 455.631
2456780.81254373 12282.97 10.981 455.571
2456780.832975338 12272.79 10.931 455.531
2456780.853406947 12054.25 10.856 455.471
2456780.873838556 12290.1 10.819 455.416
2456780.894270164 12282.1 10.756 455.376
2456780.914701774 12106.11 10.684 455.323
2456780.935133383 12258.79 10.637 455.288
2456780.955565092 12261.41 10.562 455.258
2456780.975996601 12016.08 11.324 455.919
2456780.99642821 12274.95 11.41 455.977
2456781.01685992 12260.78 11.334 455.906
2456781.037291429 12137.1 11.287 455.849
2456781.057723039 12340.28 11.241 455.807
2456781.078154749 12241.36 11.158 455.758
2456781.098586259 12124.85 11.121 455.714
2456781.119017969 12313.03 11.066 455.67
2456781.139449579 12163.99 11.018 455.605
2456781.159881089 12052.79 10.971 455.571
2456781.180312799 12320.21 10.905 455.505
2456781.20074441 12178.17 10.854 455.449
2456781.241607631 12370.58 11.163 455.713
2456781.262039242 12247.26 11.167 455.749
2456781.282470853 12089.49 11.132 455.725
2456781.302902463 12361.77 11.102 455.702
2456781.323334075 12157.22 11.09 455.686
2456781.343765785 12101.04 11.056 455.648
2456781.364197297 12301.24 11.027 455.616
2456781.384628908 12141.86 11.004 455.598
2456781.40506062 12098.93 10.953 455.56
2456781.425492231 12304.99 10.916 455.537
2456781.445923743 12168.46 10.899 455.49
2456781.466355455 12111.03 11.254 455.841
2456781.486786966 12391.87 11.308 455.862
2456781.507218678 12158.83 11.275 455.808
2456781.52765029 12130.88 11.204 455.797
2456781.548081902 12434.94 11.177 455.774
2456781.568513515 12163.85 11.127 455.726
2456781.588945127 12097.77 11.094 455.7
2456781.60937664 12363.22 11.078 455.667
2456781.629808352 12128.99 11.049 455.633
2456781.650239965 12037.95 11.021 455.609
2456781.670671478 12320.41 10.972 455.569
2456781.691103191 12120.48 10.93 455.539
2456781.711534804 12099.93 11.107 455.688
2456781.731966517 12343.1 11.081 455.658
2456781.75239803 12104.33 11.029 455.613
2456781.772829643 12126.61 10.997 455.582
2456781.793261357 12326.42 10.938 455.536
2456781.813692871 12082.22 10.91 455.513
2456781.834124484 12169.85 10.886 455.473
2456781.854556198 12351.72 10.825 455.429
2456781.874987712 12089.55 10.796 455.405
2456781.895419326 12179.42 10.738 455.367
2456781.91585104 12392.06 10.7 455.33
2456781.936282654 12110.6 10.679 455.303
2456781.956714269 12119.25 11.084 455.662
2456781.977145883 12400.63 11.093 455.681
2456781.997577498 12046.04 11.044 455.633
2456782.018009113 12136.02 10.979 455.578
2456782.038440727 12319.83 10.95 455.547
2456782.058872342 12065.92 10.886 455.48
2456782.079304057 12134.79 10.823 455.435
2456782.099735572 12334.5 10.774 455.393
2456782.120167187 12122.31 10.71 455.316
2456782.140598903 12185.2 10.653 455.295
2456782.161030419 12368.88 10.592 455.257
2456782.181462134 12082.98 10.518 455.233
2456782.20189375 12169.92 10.991 455.61
2456782.222325265 12293.14 11.018 455.592
2456782.242756981 12034.66 10.956 455.546
2456782.263188498 12239.75 10.904 455.494
2456782.283620114 12351.57 10.835 455.439
2456782.30405183 12044.79 10.785 455.395
2456782.324483347 12260.33 10.728 455.342
2456782.344915063 12381.19 10.648 455.296
2456782.365346679 12065.53 10.599 455.274
2456782.385778196 12222.11 10.548 455.232
2456782.406209913 12349.26 10.483 455.21
2456782.42664153 12098.12 10.43 455.193
2456782.447073147 12179.29 10.854 455.471
2456782.467504764 12322.42 10.898 455.49
2456782.487936382 12062.14 10.84 455.429
2456782.508367999 12261.58 10.764 455.369
2456782.528799617 12330.39 10.71 455.333
2456782.549231234 12113.82 10.651 455.305
2456782.569662952 12289.61 10.583 455.255
2456782.59009457 12278.32 10.531 455.234
2456782.610526088 12084.28 10.463 455.203
2456782.630957806 12280.27 10.421 455.186
2456782.651389425 12197.83 10.349 455.149
2456782.671820943 12024.08 10.28 455.115
