Dates Flux Xpos Ypos
2456773.436735865 4925.927 544.281 10.719
2456773.457167553 4952.409 544.273 10.718
2456773.477599142 4951.871 544.232 10.707
2456773.49803083 4916.364 544.215 10.699
2456773.518462318 4925.496 544.185 10.698
2456773.538893905 4918.77 544.188 10.678
2456773.559325594 4944.321 544.175 10.659
2456773.579757082 4922.596 544.16 10.654
2456773.60018867 4902.45 544.129 10.615
2456773.620620358 4877.747 544.363 10.798
2456773.641051946 4916.656 544.607 10.964
2456773.661483434 4922.385 544.584 10.944
2456773.681915123 4915.854 544.561 10.958
2456773.702346711 4933.112 544.557 10.915
2456773.722778199 4922.849 544.529 10.902
2456773.743209887 4943.11 544.492 10.889
2456773.763641476 4931.643 544.493 10.893
2456773.784073064 4929.473 544.617 10.821
2456773.804504653 4911.345 544.596 10.726
2456773.824936241 4927.909 544.566 10.728
2456773.845367929 4909.985 544.54 10.709
2456773.865799418 4910.113 544.512 10.692
2456773.886231006 4914.261 544.493 10.677
2456773.906662694 4933.836 544.493 10.656
2456773.927094183 4940.025 544.321 10.769
2456773.947525771 4937.779 544.31 10.745
2456773.96795746 4927.607 544.286 10.743
2456773.988388948 4939.521 544.239 10.716
2456774.008820637 4927.316 544.231 10.681
2456774.029252125 4926.221 544.212 10.68
2456774.049683714 4940.122 544.181 10.67
2456774.070115402 4941.791 544.14 10.653
2456774.090546891 4914.556 544.112 10.623
2456774.110978479 4865.206 544.649 10.971
2456774.131410168 4948.961 544.685 10.997
2456774.151841657 4933.83 544.649 10.986
2456774.172273246 4952.429 544.63 10.972
2456774.192704934 4943.491 544.61 10.942
2456774.213136523 4922.812 544.556 10.911
2456774.233568012 4930.884 544.503 10.891
2456774.253999701 4912.935 544.627 10.826
2456774.27443129 4909.933 544.583 10.741
2456774.294862878 4903.772 544.571 10.726
2456774.315294467 4913.875 544.534 10.701
2456774.335726056 4924.284 544.489 10.675
2456774.356157745 4924.176 544.464 10.648
2456774.376589234 4938.951 544.31 10.74
2456774.397020823 4949.336 544.28 10.725
2456774.417452512 4925.061 544.238 10.714
2456774.437884001 4914.474 544.193 10.668
2456774.45831559 4935.459 544.153 10.654
2456774.478747279 4908.433 544.115 10.641
2456774.499178768 4914.458 544.095 10.614
2456774.519610457 4928.742 544.069 10.587
2456774.540042046 4912.622 544.012 10.548
2456774.560473535 4916.922 543.96 10.518
2456774.580905225 4899.369 543.926 10.491
2456774.601336814 4901.378 544.211 10.693
2456774.621768303 4908.928 544.219 10.695
2456774.642199992 4937.76 544.174 10.662
2456774.662631582 4933.446 544.127 10.644
2456774.683063171 4923.048 544.089 10.608
2456774.70349476 4918.683 544.043 10.586
2456774.72392635 4909.087 544.007 10.547
2456774.744357839 4905.042 543.947 10.513
2456774.764789529 4903.935 543.886 10.46
2456774.785221118 4919.462 543.855 10.434
2456774.805652708 4916.071 543.806 10.412
2456774.826084297 4939.274 543.751 10.376
2456774.846515887 4890.129 544.25 10.695
2456774.866947576 4921.41 544.288 10.735
2456774.887379066 4910.261 544.233 10.706
2456774.907810656 4918.878 544.194 10.681
2456774.928242345 4909.532 544.144 10.644
2456774.948673835 4901.636 544.071 10.605
2456774.969105425 4886.558 544.032 10.572
2456774.989537115 4899.307 543.985 10.533
2456775.009968604 4891.311 543.936 10.495
2456775.030400294 4912.637 543.861 10.448
2456775.050831884 4891.375 543.8 10.411
2456775.071263374 4876.861 543.751 10.37
2456775.091695064 4841.338 544.213 10.692
2456775.112126654 4881.604 544.231 10.692
2456775.132558144 4885.522 544.172 10.662
2456775.152989834 4867.037 544.109 10.633
2456775.173421424 4851.808 544.06 10.591
2456775.193853015 4869.523 544.001 10.542
2456775.214284604 4844.058 543.912 10.483
2456775.234716195 4857.409 543.855 10.437
2456775.255147885 4866.592 543.794 10.404
2456775.275579375 4864.193 543.736 10.361
2456775.296010965 4858.792 543.661 10.311
2456775.316442656 4856.862 543.616 10.264
2456775.357305737 4822.179 544.25 10.683
2456775.377737427 4833.223 544.259 10.705
2456775.398168918 4852.013 544.227 10.703
2456775.418600508 4848.111 544.212 10.694
2456775.439032199 4834.954 544.189 10.679
2456775.459463689 4850.071 544.174 10.663
2456775.47989528 4848.965 544.136 10.645
2456775.500326971 4836.23 544.098 10.626
2456775.520758461 4823.097 544.078 10.622
2456775.541190152 4800.303 544.049 10.593
2456775.561621743 4830.706 544.015 10.547
2456775.582053234 4782.708 544.405 10.818
2456775.602484925 4811.694 544.57 10.709
2456775.622916515 4818.941 544.546 10.697
2456775.643348007 4806.859 544.49 10.672
2456775.663779697 4823.398 544.462 10.65
2456775.684211289 4831.375 544.299 10.751
2456775.70464288 4832.794 544.298 10.752
2456775.725074471 4880.946 544.275 10.692
2456775.745506062 4835.081 544.238 10.703
2456775.765937753 4831.491 544.218 10.689
2456775.786369244 4808.325 544.183 10.682
2456775.806800836 4800.451 544.164 10.648
2456775.827232527 4809.426 544.131 10.626
2456775.847664118 4811.851 544.108 10.628
2456775.86809561 4792.76 544.076 10.602
2456775.888527301 4794.625 544.034 10.57
2456775.908958893 4789.78 543.999 10.556
2456775.929390384 4796.348 543.978 10.527
2456775.949822076 4778.616 543.935 10.493
2456775.970253667 4800.343 543.873 10.467
2456775.990685359 4799.153 543.834 10.437
2456776.011116851 4822.652 543.806 10.4
2456776.031548442 4812.895 543.778 10.373
2456776.051980034 4808.536 543.717 10.341
2456776.072411626 4728.931 544.137 10.633
2456776.092843218 4777.638 544.194 10.68
2456776.11327481 4810.905 544.158 10.655
2456776.133706402 4796.703 544.101 10.612
2456776.154137894 4775.74 544.042 10.585
2456776.174569586 4775.018 544.001 10.554
2456776.195001178 4759.114 543.975 10.519
2456776.21543277 4775.19 543.929 10.469
2456776.235864362 4785.509 543.883 10.453
2456776.256295955 4795.865 543.838 10.431
2456776.276727647 4792.4 543.8 10.408
2456776.297159139 4799.775 543.743 10.36
2456776.317590732 4686.957 544.4 10.817
2456776.338022424 4789.73 544.501 10.875
2456776.358454017 4771.38 544.584 10.733
2456776.378885509 4762.237 544.528 10.706
2456776.399317202 4774.086 544.506 10.68
2456776.419748794 4788.406 544.475 10.654
2456776.440180287 4790.472 544.307 10.738
2456776.46061198 4756.964 544.253 10.711
2456776.481043573 4795.976 544.228 10.685
2456776.501475265 4792.065 544.19 10.671
2456776.521906758 4775.009 544.148 10.657
2456776.542338351 4759.767 544.099 10.601
2456776.562770044 4765.443 544.062 10.585
2456776.583201537 4761.817 544.014 10.555
2456776.60363313 4795.567 543.969 10.514
2456776.624064824 4775.347 543.897 10.466
2456776.644496317 4773.951 543.853 10.438
2456776.66492791 4780.607 543.813 10.403
2456776.685359603 4790.051 543.757 10.366
2456776.705791097 4814.467 543.701 10.331
2456776.72622279 4793.303 543.658 10.296
2456776.746654383 4776.988 543.619 10.267
2456776.767085877 4765.002 543.562 10.192
2456776.78751757 4770.285 543.522 10.157
2456776.807949064 4729.225 544.059 10.601
2456776.828380657 4760.755 544.098 10.609
2456776.848812351 4770.924 544.033 10.564
2456776.869243845 4782.081 543.983 10.523
2456776.889675439 4777.271 543.932 10.482
2456776.910107133 4774.748 543.865 10.441
2456776.930538727 4794.085 543.809 10.407
2456776.950970221 4780.484 543.775 10.375
2456776.971401914 4785.804 543.723 10.347
2456776.991833509 4772.995 543.652 10.297
2456777.012265103 4808.49 543.612 10.252
2456777.032696697 4779.309 543.563 10.215
2456777.053128291 4690.864 544.262 10.709
2456777.073559985 4774.706 544.506 10.677
2456777.09399148 4793.934 544.461 10.645
2456777.114423074 4780.903 544.292 10.721
2456777.134854769 4813.237 544.235 10.688
2456777.155286264 4790.418 544.186 10.669
2456777.175717858 4803.619 544.147 10.644
2456777.196149553 4788.016 544.087 10.609
2456777.216581048 4808.448 544.027 10.557
2456777.237012742 4805.934 543.979 10.53
2456777.257444337 4790.928 543.937 10.483
2456777.277875832 4794.408 543.858 10.438
2456777.318739122 4803.934 544.533 10.704
2456777.339170717 4806.076 544.51 10.691
2456777.359602312 4811.025 544.485 10.675
2456777.380033907 4806.404 544.476 10.647
2456777.400465502 4807.816 544.457 10.629
2456777.420897098 4829.398 544.295 10.708
2456777.441328693 4837.674 544.261 10.701
2456777.461760289 4842.332 544.236 10.681
2456777.482191884 4838.16 544.199 10.677
2456777.50262348 4843.698 544.154 10.658
2456777.523055075 4833.993 544.127 10.641
2456777.543486671 4784.508 544.387 10.794
2456777.563918266 4812.851 544.601 10.735
2456777.584349962 4803.031 544.573 10.717
2456777.604781458 4825.814 544.542 10.706
2456777.625213054 4836.89 544.489 10.672
2456777.64564475 4826.201 544.474 10.638
2456777.666076246 4841.325 544.318 10.724
2456777.686507942 4850.956 544.266 10.709
2456777.706939538 4848.343 544.224 10.69
2456777.727371035 4834.388 544.186 10.67
2456777.747802731 4849.64 544.167 10.653
2456777.768234327 4845.562 544.111 10.603
2456777.788665824 4813.453 544.407 10.819
2456777.80909752 4842.58 544.547 10.706
2456777.829529117 4860.424 544.501 10.69
2456777.849960614 4860.578 544.474 10.65
2456777.87039231 4871.33 544.319 10.723
2456777.890823907 4878.404 544.282 10.702
2456777.911255504 4885.184 544.219 10.69
2456777.931687101 4856.728 544.18 10.658
2456777.952118698 4880.83 544.156 10.646
2456777.972550394 4860.307 544.094 10.602
2456777.992981992 4855.388 544.051 10.583
2456778.013413489 4867.988 544.008 10.552
2456778.033845186 4861.441 544.294 10.708
2456778.054276783 4860.225 544.312 10.734
2456778.074708281 4891.556 544.278 10.706
2456778.095139978 4879.74 544.245 10.702
2456778.115571576 4899.906 544.185 10.673
2456778.136003073 4867.896 544.161 10.64
2456778.156434771 4903.259 544.124 10.623
2456778.176866268 4875.518 544.066 10.578
2456778.197297966 4894.983 544.021 10.56
2456778.217729564 4889.531 543.977 10.52
2456778.238161062 4873.191 543.915 10.462
2456778.25859276 4890.959 543.878 10.44
2456778.279024358 4871.823 544.279 10.721
2456778.299455856 4908.571 544.299 10.72
2456778.319887554 4923.676 544.253 10.7
2456778.340319152 4888.031 544.206 10.68
2456778.360750651 4891.402 544.157 10.651
2456778.381182349 4890.435 544.11 10.608
2456778.401613947 4882.753 544.076 10.584
2456778.422045646 4918.864 544.02 10.548
2456778.442477145 4903.742 543.945 10.495
2456778.462908743 4909.137 543.917 10.475
2456778.483340442 4909.134 543.857 10.429
2456778.503771941 4933.604 543.793 10.385
2456778.52420354 4871.224 544.345 10.764
2456778.544635239 4897.846 544.536 10.697
2456778.565066838 4905.568 544.477 10.647
2456778.585498337 4931.977 544.296 10.73
2456778.605930036 4918.064 544.267 10.702
2456778.626361636 4908.934 544.197 10.665
2456778.646793235 4907.877 544.145 10.647
2456778.667224834 4895.332 544.113 10.616
2456778.687656434 4895.802 544.041 10.56
2456778.708088133 4896.181 543.992 10.528
2456778.728519633 4907.35 543.951 10.492
2456778.748951233 4902.447 543.874 10.437
2456778.769382932 4836.448 544.404 10.815
2456778.789814432 4906.04 544.589 10.716
2456778.810246032 4899.979 544.522 10.686
2456778.830677632 4911.144 544.488 10.654
2456778.851109232 4915.665 544.318 10.734
2456778.871540932 4920.216 544.245 10.694
2456778.891972432 4900.062 544.209 10.676
2456778.912404033 4917.921 544.157 10.648
2456778.932835733 4900.738 544.096 10.599
2456778.953267234 4914.833 544.05 10.566
2456778.973698834 4906.274 543.998 10.53
2456778.994130535 4910.463 543.927 10.471
2456779.014562035 4783.872 544.505 10.863
2456779.034993636 4920.985 544.606 10.938
2456779.055425337 4924.371 544.54 10.897
2456779.075856938 4921.31 544.634 10.804
2456779.096288539 4916.446 544.578 10.721
2456779.11672014 4916.889 544.515 10.675
2456779.137151741 4920.917 544.475 10.645
2456779.157583343 4927.565 544.295 10.711
2456779.178014944 4926.321 544.22 10.684
2456779.198446545 4922.513 544.183 10.654
2456779.218878247 4907.927 544.12 10.623
2456779.239309749 4917.909 544.06 10.57
2456779.280173052 4927.851 544.552 10.877
2456779.300604554 4926.376 544.515 10.884
2456779.321036255 4919.481 544.497 10.864
2456779.341467858 4904.078 544.595 10.729
2456779.36189936 4917.301 544.574 10.71
2456779.382331062 4927.37 544.552 10.685
2456779.402762664 4925.518 544.514 10.675
2456779.423194166 4926.886 544.483 10.656
2456779.443625869 4921.533 544.328 10.754
2456779.464057471 4903.298 544.299 10.714
2456779.484488974 4941.721 544.281 10.702
2456779.504920675 4949.41 544.264 10.686
2456779.525352178 4884.747 544.237 10.657
2456779.545783881 4913.163 544.189 10.665
2456779.566215484 4913.708 544.171 10.641
2456779.586647087 4909.21 544.119 10.625
2456779.60707869 4909.236 544.096 10.605
2456779.627510293 4909.468 544.077 10.561
2456779.647941897 4877.796 544.024 10.546
2456779.6683735 4888.468 543.996 10.52
2456779.688805103 4905.328 543.947 10.496
2456779.709236707 4922.839 543.908 10.458
2456779.72966831 4913.681 543.915 10.438
2456779.750099914 4898.917 544.286 10.709
2456779.770531618 4911.292 544.305 10.723
2456779.790963222 4932.53 544.285 10.703
2456779.811394725 4907.743 544.245 10.69
2456779.831826429 4923.494 544.228 10.663
2456779.852258034 4906.49 544.19 10.657
2456779.872689538 4899.567 544.151 10.627
2456779.893121242 4889.215 544.105 10.609
2456779.913552846 4905.809 544.084 10.603
2456779.933984351 4896.532 544.038 10.549
2456779.954416056 4895.301 544.038 10.518
2456779.97484766 4884.297 543.991 10.5
2456779.995279365 4848.357 544.436 10.827
2456780.01571087 4880.0 544.602 10.723
2456780.036142475 4900.607 544.591 10.716
2456780.05657418 4905.14 544.551 10.687
2456780.077005685 4902.362 544.52 10.683
2456780.09743729 4913.837 544.5 10.654
2456780.117868895 4912.829 544.465 10.605
2456780.1383005 4926.841 544.302 10.705
2456780.158732106 4906.992 544.266 10.691
2456780.179163811 4914.945 544.212 10.661
2456780.199595317 4912.037 544.18 10.649
2456780.220027023 4910.585 544.151 10.617
2456780.240458629 4886.277 544.211 10.66
2456780.260890135 4906.741 544.21 10.664
2456780.28132184 4874.962 544.152 10.634
2456780.301753446 4890.889 544.113 10.603
2456780.322184953 4901.958 544.077 10.577
2456780.342616659 4881.545 544.018 10.53
2456780.363048265 4893.867 543.98 10.501
2456780.383479772 4913.954 543.943 10.468
2456780.403911478 4887.191 543.877 10.421
2456780.424343085 4907.009 543.837 10.406
2456780.444774792 4914.982 543.799 10.382
2456780.465206299 4922.974 543.751 10.333
2456780.485637906 4874.417 544.182 10.623
2456780.506069613 4877.454 544.2 10.648
2456780.52650112 4905.051 544.139 10.614
2456780.546932727 4922.143 544.092 10.584
2456780.567364434 4857.286 544.022 10.537
2456780.587795942 4893.888 543.97 10.49
2456780.608227549 4905.837 543.935 10.47
2456780.628659257 4894.777 543.884 10.425
2456780.649090765 4909.146 543.829 10.403
2456780.669522472 4894.263 543.794 10.364
2456780.68995408 4915.863 543.738 10.32
2456780.710385688 4925.262 543.69 10.299
2456780.730817297 4858.202 544.258 10.68
2456780.751248905 4931.608 544.294 10.699
2456780.771680513 4901.885 544.249 10.685
2456780.792112121 4909.665 544.196 10.656
2456780.81254373 4896.183 544.156 10.617
2456780.832975338 4896.02 544.112 10.595
2456780.853406947 4894.254 544.049 10.566
2456780.873838556 4918.469 544.016 10.514
2456780.894270164 4893.952 543.956 10.484
2456780.914701774 4924.262 543.892 10.436
2456780.935133383 4912.62 543.853 10.398
2456780.955565092 4927.853 543.784 10.37
2456780.975996601 4840.076 544.42 10.801
2456780.99642821 4899.542 544.632 10.788
2456781.01685992 4949.889 544.556 10.696
2456781.037291429 4909.226 544.526 10.66
2456781.057723039 4926.857 544.491 10.634
2456781.078154749 4931.571 544.302 10.71
2456781.098586259 4911.629 544.272 10.685
2456781.119017969 4928.381 544.226 10.675
2456781.139449579 4927.953 544.185 10.64
2456781.159881089 4886.52 544.147 10.622
2456781.180312799 4880.157 544.091 10.575
2456781.20074441 4916.061 544.047 10.543
2456781.241607631 4940.426 544.308 10.668
2456781.262039242 4912.29 544.31 10.698
2456781.282470853 4919.401 544.279 10.695
2456781.302902463 4930.947 544.256 10.687
2456781.323334075 4919.242 544.246 10.678
2456781.343765785 4914.127 544.218 10.66
2456781.364197297 4914.264 544.193 10.644
2456781.384628908 4901.706 544.173 10.636
2456781.40506062 4899.848 544.13 10.613
2456781.425492231 4884.778 544.098 10.597
2456781.445923743 4911.4 544.086 10.575
2456781.466355455 4885.511 544.375 10.758
2456781.486786966 4907.989 544.542 10.664
2456781.507218678 4912.308 544.517 10.626
2456781.52765029 4914.441 544.338 10.729
2456781.548081902 4908.959 544.318 10.716
2456781.568513515 4916.092 544.276 10.695
2456781.588945127 4908.89 544.248 10.686
2456781.60937664 4917.271 544.236 10.665
2456781.629808352 4895.888 544.212 10.649
2456781.650239965 4899.229 544.187 10.64
2456781.670671478 4900.022 544.147 10.616
2456781.691103191 4885.896 544.111 10.6
2456781.711534804 4872.452 544.256 10.667
2456781.731966517 4911.219 544.239 10.658
2456781.75239803 4889.22 544.194 10.64
2456781.772829643 4905.264 544.168 10.627
2456781.793261357 4902.549 544.118 10.595
2456781.813692871 4870.283 544.094 10.579
2456781.834124484 4873.82 544.075 10.556
2456781.854556198 4866.005 544.02 10.526
2456781.874987712 4885.175 543.994 10.507
2456781.895419326 4852.236 543.94 10.474
2456781.91585104 4891.556 543.906 10.44
2456781.936282654 4874.685 543.888 10.41
2456781.956714269 4861.298 544.234 10.641
2456781.977145883 4884.886 544.249 10.671
2456781.997577498 4893.3 544.208 10.653
2456782.018009113 4885.167 544.152 10.622
2456782.038440727 4870.929 544.129 10.604
2456782.058872342 4871.792 544.075 10.569
2456782.079304057 4855.452 544.017 10.532
2456782.099735572 4870.418 543.972 10.495
2456782.120167187 4872.247 543.915 10.421
2456782.140598903 4884.625 543.867 10.405
2456782.161030419 4868.599 543.812 10.361
2456782.181462134 4887.367 543.746 10.334
2456782.20189375 4808.242 544.154 10.626
2456782.222325265 4826.924 544.185 10.625
2456782.242756981 4826.429 544.133 10.6
2456782.263188498 4854.054 544.089 10.562
2456782.283620114 4844.94 544.028 10.535
2456782.30405183 4841.32 543.984 10.497
2456782.324483347 4848.617 543.931 10.45
2456782.344915063 4844.222 543.862 10.405
2456782.365346679 4857.823 543.818 10.383
2456782.385778196 4846.613 543.773 10.331
2456782.406209913 4859.867 543.715 10.298
2456782.42664153 4846.985 543.67 10.268
2456782.447073147 4805.901 544.042 10.547
2456782.467504764 4815.074 544.085 10.561
2456782.487936382 4805.905 544.034 10.522
2456782.508367999 4804.561 543.964 10.474
2456782.528799617 4822.344 543.915 10.443
2456782.549231234 4828.875 543.866 10.415
2456782.569662952 4828.933 543.803 10.362
2456782.59009457 4839.378 543.756 10.337
2456782.610526088 4833.359 543.698 10.287
2456782.630957806 4818.942 543.664 10.26
2456782.651389425 4816.683 543.607 10.209
2456782.671820943 4802.792 543.558 10.16
